Name,Longitude,Latitude,RAG,popuptext
East and North Hertfordshire NHS Trust,-0.212726,51.924611,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>East and North Hertfordshire NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 13.1%</span><br/>
      <span>Breaching 4 hour target (Type 1): 18.5%</span><br/><br/>

      <span>Beds occupied: 91.7%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 261</span><br/>
      <span>DToC days (Social Care): 52</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 22.8%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 8.7%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 9.7%</span>
      </div>"
Stockport NHS Foundation Trust,-2.13202,53.383778,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Stockport NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 28.2%</span><br/>
      <span>Breaching 4 hour target (Type 1): 31.2%</span><br/><br/>

      <span>Beds occupied: 86.8%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 269</span><br/>
      <span>DToC days (Social Care): 385</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 2.6%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 10.7%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 8.9%</span>
      </div>"
East London NHS Foundation Trust,-0.0721,51.51363,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>East London NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 84.5%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 173</span><br/>
      <span>DToC days (Social Care): 30</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NaN%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 0%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): NaN%</span>
      </div>"
South Essex Partnership University NHS Foundation Trust,0.543374,51.633013,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>South Essex Partnership University NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: NA%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): NA</span><br/>
      <span>DToC days (Social Care): NA</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NA%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): NA%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): NA%</span>
      </div>"
Worcestershire Acute Hospitals NHS Trust,-2.181158,52.191193,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Worcestershire Acute Hospitals NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 29%</span><br/>
      <span>Breaching 4 hour target (Type 1): 41.9%</span><br/><br/>

      <span>Beds occupied: 93.7%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 471</span><br/>
      <span>DToC days (Social Care): 50</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 3%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 6.3%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 7.6%</span>
      </div>"
Hertfordshire Partnership University NHS Foundation Trust,-0.34562,51.761931,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Hertfordshire Partnership University NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 91.1%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 484</span><br/>
      <span>DToC days (Social Care): 180</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NA%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): NA%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): NA%</span>
      </div>"
Devon Partnership NHS Trust,-3.506298,50.715395,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Devon Partnership NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 98.4%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 268</span><br/>
      <span>DToC days (Social Care): 33</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NA%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): NA%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): NA%</span>
      </div>"
Warrington and Halton Hospitals NHS Foundation Trust,-2.610717,53.393973,amber,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Warrington and Halton Hospitals NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 23.6%</span><br/>
      <span>Breaching 4 hour target (Type 1): 33%</span><br/><br/>

      <span>Beds occupied: 84.6%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 1054</span><br/>
      <span>DToC days (Social Care): 256</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 3%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 8.5%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 7.7%</span>
      </div>"
Berkshire Healthcare NHS Foundation Trust,-0.754693,51.416854,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Berkshire Healthcare NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 0%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 85%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 187</span><br/>
      <span>DToC days (Social Care): 235</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NaN%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 26.3%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 3.7%</span>
      </div>"
Calderdale and Huddersfield NHS Foundation Trust,-1.816338,53.655474,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Calderdale and Huddersfield NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 10.8%</span><br/>
      <span>Breaching 4 hour target (Type 1): 10.8%</span><br/><br/>

      <span>Beds occupied: 84.5%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 181</span><br/>
      <span>DToC days (Social Care): 188</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 0.6%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 7.9%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 6.2%</span>
      </div>"
Nottingham University Hospitals NHS Trust,-1.185957,52.943799,amber,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Nottingham University Hospitals NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 37.1%</span><br/>
      <span>Breaching 4 hour target (Type 1): 44.7%</span><br/><br/>

      <span>Beds occupied: 86.8%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 1220</span><br/>
      <span>DToC days (Social Care): 79</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 1.7%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 9.9%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 9.5%</span>
      </div>"
Sussex Partnership NHS Foundation Trust,-0.780053,50.839174,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Sussex Partnership NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 96.4%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 415</span><br/>
      <span>DToC days (Social Care): 499</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NA%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): NA%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): NA%</span>
      </div>"
"Tees, Esk and Wear Valleys NHS Foundation Trust",-1.591162,54.543575,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Tees, Esk and Wear Valleys NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 88.3%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 141</span><br/>
      <span>DToC days (Social Care): 337</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NA%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): NA%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): NA%</span>
      </div>"
"Northumberland, Tyne and Wear NHS Foundation Trust",-1.6331,55.006488,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Northumberland, Tyne and Wear NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 83.9%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 462</span><br/>
      <span>DToC days (Social Care): 267</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NaN%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 0%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 16.4%</span>
      </div>"
North East Ambulance Service NHS Foundation Trust,-1.712365,54.969713,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>North East Ambulance Service NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: NA%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): NA</span><br/>
      <span>DToC days (Social Care): NA</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NA%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): NA%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): NA%</span>
      </div>"
North West Ambulance Service NHS Trust,-2.475875,53.578528,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>North West Ambulance Service NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: NA%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): NA</span><br/>
      <span>DToC days (Social Care): NA</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NA%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): NA%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): NA%</span>
      </div>"
